subject
动生电动势
感生电动势
法拉第电磁感应定律的应用
线框模型
单杆模型
双杆模型
自感和涡流
自感与互感
涡流
电磁阻尼 电磁驱动
交变电流
交变电流的产生
描述交变电流的物理量
交流电的图像
交流电的频率和峰值
交变电流的瞬时值
交变电流的有效值
交变电流的平均值
电感和电容对交变电流的影响
电感器对交变电流的影响
电容器对交变电流的影响
变压器
变压器的原理
变压器的应用
远距离输电
电磁波
电磁波的产生与应用
电磁波谱
传感器
传感器及其元件
传感器的应用
热学
分子动理论
阿伏加德罗常数
分子的大小
分子热运动
扩散现象
布朗运动
分子运动速率分布规律
分子间的相互作用力
物体的内能
分子势能
内能
改变内能的两种方式
气体、固体和液体
温度和温标
气体
气体的等温变化
气体的等容变化
气体的等压变化
理想气体状态方程
固体
液体
饱和汽和饱和汽压
物态变化
热力学定律
热力学第一定律
能量守恒定律（热学背景）
热力学第二定律
热力学第三定律
光学
光的直线传播与反射
光沿直线传播
光的反射
光的折射
光的折射定律
折射率
全反射
全反射现象
全反射的条件
全反射的应用
光的干涉
双缝干涉
薄膜干涉
光的衍射
衍射图样
衍射条件
光的偏振
激光
近代物理
波粒二象性
能量的量子化
黑体与黑体辐射
能量子
光电效应
光电效应的规律
光子说
用光电管研究光电效应
康普顿效应
物质的波粒二象性
德布罗意波
概率波
不确定性关系
原子结构
电子的发现
电子的发现与测定
核式结构模型
α粒子散射实验
原子的核式结构
玻尔的原子模型
光谱分析
氢原子光谱
玻尔原子理论及其局限性
原子核
原子核的组成
放射性元素衰变
天然放射现象
原子核的衰变
半衰期
原子核的人工转变
探测射线的方法
放射性的应用与防护
核力与结合能
原子核中质子和中子的比例
结合能
核能
质能方程
核裂变
核聚变
基本粒子
物理实验
物理实验基础
常用仪器的使用与读数
误差和有效数字
力学实验
测量做直线运动物体的瞬时速度
用打点计时器测物体的速度
用现代技术测速度
测定匀变速直线运动的加速度
用现代技术测量加速度
探究弹簧弹力与形变量的关系
测量动摩擦因数
探究两个互成角度的力的合成规律
探究加速度与物体受力、物体质量的关系
探究平抛运动的特点
用频闪相机研究平抛运动
探究功与物体速度变化的关系
探究动能定理
用现代方法验证动能定理
验证机械能守恒定律
验证动量守恒定律
利用现代方法验证动量守恒定律
用单摆测量重力加速度的大小
电学实验
描绘小灯泡的伏安特性曲线
半偏法测量电表内阻
测量电阻丝的电阻率
特殊方法测电阻
测量电源的电动势和内阻
用多用电表测量电学中的物理量
热学实验
用油膜法估测油酸分子的大小
光学实验
测量玻璃的折射率
用双缝干涉实验测量光的波长
创新实验
物理学史、方法、单位制、常识
物理方法
初中衔接知识点
竞赛
力学
物体的运动
物体的平衡
运动定律
能量与动量
角动量与天体运动
振动与波动
电场
电路
电磁感应与交流电
